Customer_ID,Segment,Age,Gender,Occupation,Income_Band,Immigration_Status,Region,Household_Size,Relationship_Status,Years_With_Bank,Has_Direct_Deposit,Churn_Flag,Product_Count,Total_Balance,Monthly_Revenue,CLV_5yr,Primary_Bank_Score,Churn_Risk_Score,Churn_Risk_Tier,Churn_Probability_Model,Predicted_Churn,Model_Risk_Band,NPS_Score,CSAT_Score,Mobile_Usage_Score,Monthly_Logins
1006047,Newcomers to Canada,30,Female,Warehouse Worker,$30K-$50K,Refugee,North York,3,Single,9.83,1,0,3.0,17082.54,101.96,2479.21,100.0,10.0,Low,0.70533955,1,Critical,-12,4.1,68.5,16
1006048,Newcomers to Canada,22,Male,Student,Under $30K,International Student,Scarborough,3,Single,14.57,1,0,3.0,8735.84,52.21,1269.51,80.0,0.0,Low,0.7354653,1,Critical,30,4.0,80.9,17
1006049,Newcomers to Canada,42,Male,Customer Service Rep,$50K-$75K,Refugee,Vaughan,1,Single,13.48,0,1,3.0,18026.26,199.49,4850.71,70.0,20.0,Low,0.8016727,1,Critical,13,2.8,77.3,12
1006050,Newcomers to Canada,47,Male,Customer Service Rep,Under $30K,Permanent Resident,North York,1,Divorced,4.06,1,1,5.0,295435.81,662.6600000000001,16112.93,100.0,10.0,Low,0.7967313,1,Critical,-17,4.8,57.7,12
1006051,Newcomers to Canada,22,Male,Restaurant Worker,Under $30K,Temporary Resident,Scarborough,5,Common-law,11.5,1,0,3.0,8943.07,32.7,795.12,100.0,0.0,Low,0.4688264,1,High,43,4.2,55.1,15
1006052,Newcomers to Canada,26,Male,Healthcare Worker,Under $30K,Refugee,Markham,2,Married,12.42,1,0,3.0,7428.66,26.78,651.17,85.0,15.0,Low,0.28735614,0,Medium,16,2.0,56.8,18
1006053,Newcomers to Canada,47,Female,IT Specialist,$30K-$50K,International Student,Downtown Toronto,2,Single,12.24,1,0,2.0,6724.52,22.01,535.18,65.0,25.0,Low,0.7049608,1,Critical,35,3.2,86.4,14
1006054,Newcomers to Canada,37,Female,IT Specialist,$30K-$50K,Permanent Resident,Vaughan,3,Single,1.15,0,1,3.0,2214.97,35.39,860.53,70.0,20.0,Low,0.689581,1,Critical,31,4.0,68.8,13
1006055,Newcomers to Canada,26,Male,Driver,$50K-$75K,Refugee,Vaughan,3,Single,6.08,1,0,3.0,11028.98,51.06,1241.55,85.0,10.0,Low,0.34533092,0,Medium,-9,3.6,68.9,14
1006056,Newcomers to Canada,43,Male,Driver,$50K-$75K,Temporary Resident,Brampton,3,Divorced,13.58,0,0,2.0,3500.29,13.72,333.61,35.0,45.0,Medium,0.52704144,1,High,58,3.7,86.1,9
1006057,Newcomers to Canada,41,Female,Student,$50K-$75K,Refugee,Mississauga,1,Common-law,14.34,1,0,3.0,9492.26,39.63,963.62,100.0,0.0,Low,0.55000746,1,High,31,4.4,69.7,13
1006058,Newcomers to Canada,29,Female,IT Specialist,$30K-$50K,Temporary Resident,Downtown Toronto,3,Single,7.47,0,0,5.0,357749.94,1122.46,27293.21,70.0,20.0,Low,0.46657315,1,High,27,3.2,73.3,20
1006059,Newcomers to Canada,41,Male,Caregiver,Under $30K,Refugee,Etobicoke,1,Common-law,10.14,1,0,3.0,5933.049999999999,63.07,1533.58,100.0,0.0,Low,0.6834102,1,Critical,40,4.5,68.2,15
1006060,Newcomers to Canada,35,Female,Caregiver,$50K-$75K,International Student,Downtown Toronto,3,Married,14.26,0,0,4.0,12889.33,104.25,2534.89,70.0,20.0,Low,0.57235473,1,High,8,3.6,75.7,18
1006061,Newcomers to Canada,28,Female,Healthcare Worker,Under $30K,International Student,Markham,4,Single,7.61,1,1,4.0,12761.19,63.34,1540.15,80.0,0.0,Low,0.79682374,1,Critical,52,3.2,61.9,16
1006062,Newcomers to Canada,35,Female,Healthcare Worker,$30K-$50K,Permanent Resident,Mississauga,1,Single,6.62,1,0,4.0,272500.73000000004,502.79,12225.61,100.0,10.0,Low,0.70505905,1,Critical,-3,3.6,71.3,27
1006063,Newcomers to Canada,29,Male,IT Specialist,$50K-$75K,International Student,Scarborough,1,Common-law,11.03,0,0,4.0,14130.02,134.24,3264.12,55.0,20.0,Low,0.65959597,1,Critical,39,3.8,57.7,22
1006064,Newcomers to Canada,31,Non-binary/Other,Warehouse Worker,$30K-$50K,Temporary Resident,Markham,1,Single,11.53,1,0,4.0,10683.25,79.78,1939.89,100.0,0.0,Low,0.68115515,1,Critical,28,3.0,71.0,28
1006065,Newcomers to Canada,34,Male,IT Specialist,$50K-$75K,Permanent Resident,Mississauga,2,Married,10.01,0,0,3.0,5446.360000000001,38.43,934.45,70.0,20.0,Low,0.6903499,1,Critical,10,3.7,73.5,18
1006066,Newcomers to Canada,25,Male,Restaurant Worker,$50K-$75K,Refugee,Etobicoke,2,Married,11.72,0,1,5.0,300734.34,695.3000000000001,16906.59,55.0,20.0,Low,0.7412262,1,Critical,44,3.1,79.1,9
1006067,Newcomers to Canada,44,Male,Warehouse Worker,$50K-$75K,Refugee,Scarborough,5,Single,12.13,0,0,4.0,25511.28,231.75000000000003,5635.12,55.0,20.0,Low,0.4858394,1,High,42,2.7,80.7,19
1006068,Newcomers to Canada,35,Male,Student,Under $30K,Permanent Resident,Richmond Hill,1,Married,2.64,1,0,2.0,7837.09,16.119999999999997,391.97,80.0,50.0,Medium,0.25655484,0,Medium,-4,3.2,89.2,15
1006069,Newcomers to Canada,34,Female,Healthcare Worker,Under $30K,Permanent Resident,Vaughan,4,Single,1.95,1,0,2.0,6964.06,19.11,464.67,65.0,25.0,Low,0.38734406,1,High,16,3.4,63.7,10
1006070,Newcomers to Canada,49,Male,Restaurant Worker,$30K-$50K,Temporary Resident,Downtown Toronto,2,Widowed,14.16,0,0,5.0,23864.0,133.85,3254.63,55.0,20.0,Low,0.6180892,1,Critical,0,3.1,63.5,19
1006071,Newcomers to Canada,36,Male,Warehouse Worker,$50K-$75K,Refugee,Mississauga,3,Single,8.7,0,0,3.0,7667.91,46.4,1128.24,55.0,20.0,Low,0.56283087,1,High,44,2.9,89.4,7
1006072,Newcomers to Canada,40,Female,Healthcare Worker,$50K-$75K,Temporary Resident,Downtown Toronto,1,Married,10.51,1,0,3.0,370671.57000000007,1133.04,27550.47,100.0,0.0,Low,0.4966055,1,High,43,3.1,64.4,31
1006073,Newcomers to Canada,30,Female,Driver,Under $30K,Permanent Resident,Scarborough,2,Common-law,13.92,0,0,2.0,5556.530000000001,15.88,386.13,50.0,45.0,Medium,0.28806958,0,Medium,34,2.8,57.5,15
1006074,Newcomers to Canada,35,Male,Caregiver,$30K-$50K,International Student,Mississauga,2,Single,14.16,1,0,1.0,2219.9,4.9,119.15,30.0,25.0,Low,0.58525604,1,High,46,3.8,80.2,0
1006075,Newcomers to Canada,41,Female,Healthcare Worker,$30K-$50K,Permanent Resident,Downtown Toronto,3,Single,13.99,1,0,4.0,17421.239999999998,75.0,1823.66,85.0,15.0,Low,0.56508154,1,High,12,3.0,81.1,5
1006076,Newcomers to Canada,40,Male,Healthcare Worker,Under $30K,Refugee,Other GTA,3,Single,9.67,0,0,3.0,6117.219999999999,30.73,747.22,55.0,20.0,Low,0.5373601,1,High,35,3.9,87.0,20
1006077,Newcomers to Canada,27,Non-binary/Other,Driver,$50K-$75K,Temporary Resident,Downtown Toronto,1,Married,10.1,0,1,5.0,15658.1,84.6,2057.09,70.0,20.0,Low,0.7900861,1,Critical,18,2.9,58.2,12
1006078,Newcomers to Canada,24,Female,Warehouse Worker,Under $30K,Refugee,Downtown Toronto,4,Single,13.85,1,0,2.0,6827.700000000001,15.71,382.0,65.0,50.0,Medium,0.13269633,0,Low,-16,2.0,86.4,5
1006079,Newcomers to Canada,30,Female,Student,Under $30K,Refugee,Vaughan,2,Single,4.12,1,0,4.0,19444.050000000003,105.07,2554.83,100.0,0.0,Low,0.6189732,1,Critical,33,4.5,53.9,17
1006080,Newcomers to Canada,33,Female,Warehouse Worker,Under $30K,Refugee,Etobicoke,2,Married,9.5,0,1,3.0,5440.11,28.11,683.51,70.0,20.0,Low,0.72904074,1,Critical,46,4.1,78.4,18
1006081,Newcomers to Canada,31,Female,Customer Service Rep,$30K-$50K,Temporary Resident,Other GTA,5,Common-law,3.16,1,0,5.0,20133.66,134.51,3270.68,80.0,0.0,Low,0.7204852,1,Critical,48,4.3,81.9,16
1006082,Newcomers to Canada,42,Male,Caregiver,$50K-$75K,International Student,Downtown Toronto,2,Divorced,6.04,1,1,4.0,10113.39,71.87,1747.56,100.0,0.0,Low,0.75615084,1,Critical,61,3.0,61.6,16
1006083,Newcomers to Canada,40,Male,Student,$30K-$50K,Temporary Resident,Scarborough,1,Single,12.51,1,0,4.0,12543.81,83.8,2037.64,100.0,0.0,Low,0.5961841,1,High,30,3.6,65.1,13
1006084,Newcomers to Canada,43,Male,Customer Service Rep,Under $30K,Permanent Resident,Mississauga,3,Widowed,4.79,1,1,5.0,22849.25,172.04999999999998,4183.49,100.0,0.0,Low,0.65297025,1,Critical,6,3.5,84.9,12
1006085,Newcomers to Canada,48,Female,Healthcare Worker,$30K-$50K,International Student,Scarborough,2,Married,5.02,1,1,4.0,8876.34,49.22,1196.81,100.0,15.0,Low,0.8245601,1,Critical,21,3.1,91.6,14
1006086,Newcomers to Canada,22,Male,Warehouse Worker,Under $30K,Temporary Resident,Etobicoke,2,Single,9.24,0,1,3.0,13108.56,80.25,1951.32,70.0,30.0,Medium,0.5665956,1,High,-10,3.9,59.6,13
1006087,Newcomers to Canada,40,Male,Student,$50K-$75K,Permanent Resident,Downtown Toronto,4,Divorced,14.86,0,0,3.0,11578.15,49.98,1215.29,70.0,20.0,Low,0.5961622,1,High,53,3.5,53.3,22
1006088,Newcomers to Canada,28,Female,Restaurant Worker,Under $30K,Temporary Resident,Scarborough,3,Married,8.64,1,0,3.0,7343.61,66.31,1612.36,85.0,0.0,Low,0.7116582,1,Critical,17,3.7,76.6,7
1006089,Newcomers to Canada,37,Male,Warehouse Worker,Under $30K,Temporary Resident,Downtown Toronto,1,Single,2.02,0,0,4.0,8169.64,37.33,907.7,70.0,35.0,Medium,0.5703787,1,High,6,3.8,70.0,14
1006090,Newcomers to Canada,27,Female,Warehouse Worker,$30K-$50K,International Student,Richmond Hill,2,Single,10.0,0,1,2.0,4705.030000000001,14.74,358.41,35.0,45.0,Medium,0.6620642,1,Critical,38,3.1,68.4,15
1006091,Newcomers to Canada,26,Male,Student,Under $30K,Refugee,Vaughan,4,Single,14.14,1,0,3.0,3743.84,26.43,642.66,85.0,0.0,Low,0.5024304,1,High,20,2.8,84.7,4
1006092,Newcomers to Canada,22,Male,IT Specialist,$50K-$75K,Temporary Resident,North York,2,Single,5.33,1,0,2.0,3914.92,21.83,530.81,80.0,25.0,Low,0.5951374,1,High,4,3.1,65.8,16
1006093,Newcomers to Canada,38,Male,Customer Service Rep,$50K-$75K,Temporary Resident,Downtown Toronto,3,Married,3.36,1,0,4.0,13016.65,76.53,1860.87,100.0,0.0,Low,0.6749686,1,Critical,45,2.7,64.0,16
1006094,Newcomers to Canada,36,Male,Restaurant Worker,$30K-$50K,International Student,Brampton,2,Married,13.56,1,1,3.0,7808.27,59.59,1448.96,100.0,0.0,Low,0.8030712,1,Critical,31,4.2,73.6,19
1006095,Newcomers to Canada,43,Female,Restaurant Worker,$30K-$50K,Temporary Resident,Etobicoke,3,Married,5.96,1,0,3.0,5535.79,33.17,806.55,100.0,0.0,Low,0.63606834,1,Critical,37,2.5,73.6,24
1006096,Newcomers to Canada,44,Male,Warehouse Worker,Under $30K,Permanent Resident,Downtown Toronto,3,Single,8.74,1,0,3.0,3945.33,12.94,314.64,100.0,0.0,Low,0.53955287,1,High,35,3.4,78.2,18
1006097,Newcomers to Canada,38,Female,Caregiver,$30K-$50K,Permanent Resident,Mississauga,2,Married,2.29,1,0,4.0,17380.52,103.65,2520.3,100.0,0.0,Low,0.61603475,1,Critical,8,3.3,70.7,11
1006098,Newcomers to Canada,28,Male,Customer Service Rep,$50K-$75K,Temporary Resident,Downtown Toronto,4,Single,2.51,0,0,4.0,15082.95,76.55,1861.35,70.0,20.0,Low,0.49784768,1,High,31,3.8,54.8,13
1006099,Newcomers to Canada,25,Male,IT Specialist,$50K-$75K,Temporary Resident,North York,1,Married,10.32,1,0,2.0,3926.11,14.96,363.76,65.0,25.0,Low,0.48938787,1,High,25,3.4,76.5,10
1006100,Newcomers to Canada,37,Female,Caregiver,$30K-$50K,Permanent Resident,Markham,1,Married,14.65,0,0,7.0,262156.13,539.55,13119.45,70.0,20.0,Low,0.44644535,1,High,10,4.0,57.2,15
1006101,Newcomers to Canada,27,Female,Healthcare Worker,$50K-$75K,Temporary Resident,North York,1,Married,3.8,0,0,3.0,3531.54,30.02,729.95,55.0,20.0,Low,0.60432,1,Critical,30,4.9,67.9,22
1006102,Newcomers to Canada,42,Female,Caregiver,$30K-$50K,Permanent Resident,North York,1,Common-law,6.19,1,1,2.0,2113.27,12.33,299.81,80.0,25.0,Low,0.6553547,1,Critical,22,3.6,57.2,19
1006103,Newcomers to Canada,32,Male,Student,$50K-$75K,Temporary Resident,Vaughan,4,Married,5.93,0,0,4.0,20396.31,102.54,2493.31,55.0,20.0,Low,0.38176194,1,High,41,3.5,72.3,5
1006104,Newcomers to Canada,44,Male,Restaurant Worker,$30K-$50K,Temporary Resident,North York,3,Single,12.64,1,0,4.0,16316.71,112.4,2733.07,100.0,0.0,Low,0.78532046,1,Critical,15,4.4,80.4,19
1006105,Newcomers to Canada,49,Male,Caregiver,$30K-$50K,Refugee,Brampton,3,Single,1.26,1,0,3.0,4753.139999999999,55.81999999999999,1357.29,85.0,15.0,Low,0.33122143,0,Medium,12,3.2,52.0,15
1006106,Newcomers to Canada,35,Male,Restaurant Worker,$50K-$75K,International Student,Brampton,1,Married,7.76,1,0,3.0,12148.31,84.47999999999999,2054.18,100.0,0.0,Low,0.6851804,1,Critical,46,3.2,85.7,10
1006107,Newcomers to Canada,39,Male,Caregiver,$50K-$75K,Refugee,Vaughan,1,Single,9.53,0,0,2.0,3047.67,47.69,1159.61,35.0,45.0,Medium,0.6146477,1,Critical,39,2.6,57.1,3
1006108,Newcomers to Canada,39,Female,IT Specialist,$30K-$50K,International Student,Scarborough,2,Divorced,6.6,1,1,4.0,274583.28,739.81,17988.87,85.0,0.0,Low,0.7559827,1,Critical,19,4.4,79.5,5
1006109,Newcomers to Canada,38,Female,Student,$30K-$50K,Refugee,North York,2,Single,10.67,0,1,3.0,11260.55,71.47,1737.83,70.0,20.0,Low,0.646661,1,Critical,42,5.0,66.9,11
1006110,Newcomers to Canada,31,Male,Warehouse Worker,$30K-$50K,Permanent Resident,Mississauga,3,Single,3.85,0,0,3.0,18471.28,114.68,2788.51,70.0,35.0,Medium,0.7225646,1,Critical,18,3.8,53.0,22
1006111,Newcomers to Canada,38,Female,Driver,$50K-$75K,Temporary Resident,Etobicoke,2,Married,1.26,0,0,1.0,2152.42,12.66,307.83,50.0,45.0,Medium,0.5550283,1,High,19,3.6,65.6,14
1006112,Newcomers to Canada,49,Male,IT Specialist,$50K-$75K,International Student,Brampton,3,Married,1.8,0,0,1.0,887.91,13.18,320.48,30.0,65.0,High,0.48792773,1,High,3,3.8,64.2,26
1006113,Newcomers to Canada,47,Female,Customer Service Rep,$50K-$75K,Refugee,Downtown Toronto,2,Married,3.41,1,1,4.0,6123.55,20.21,491.42,100.0,0.0,Low,0.79666847,1,Critical,42,3.7,82.3,14
1006114,Newcomers to Canada,36,Male,Driver,$30K-$50K,Temporary Resident,Downtown Toronto,3,Common-law,8.58,0,1,2.0,6057.52,21.35,519.14,50.0,45.0,Medium,0.61091983,1,Critical,22,3.3,61.6,27
1006115,Newcomers to Canada,46,Male,Student,$50K-$75K,Refugee,Etobicoke,1,Married,14.44,1,0,2.0,2475.68,10.2,248.02,80.0,25.0,Low,0.53863484,1,High,11,3.7,99.3,19
1006116,Newcomers to Canada,43,Female,Customer Service Rep,$50K-$75K,Permanent Resident,Brampton,2,Single,11.56,1,0,3.0,6751.4800000000005,38.4,933.72,100.0,0.0,Low,0.7201175,1,Critical,40,3.5,84.5,10
1006117,Newcomers to Canada,36,Male,Healthcare Worker,$30K-$50K,International Student,Markham,4,Common-law,9.5,1,0,3.0,6545.35,76.62,1863.06,100.0,0.0,Low,0.7238196,1,Critical,12,3.7,84.0,12
1006118,Newcomers to Canada,41,Female,Restaurant Worker,Under $30K,Temporary Resident,Mississauga,1,Married,0.3,1,0,3.0,17070.41,127.05,3089.29,85.0,10.0,Low,0.33138528,0,Medium,38,4.1,61.8,22
1006119,Newcomers to Canada,35,Male,Driver,$50K-$75K,Temporary Resident,Brampton,2,Married,0.61,0,0,2.0,2079.76,34.09,828.92,50.0,55.0,High,0.593578,1,High,9,3.3,75.4,20
1006120,Newcomers to Canada,23,Non-binary/Other,IT Specialist,Under $30K,Permanent Resident,Downtown Toronto,2,Married,6.44,1,0,5.0,19590.230000000003,129.26,3143.03,85.0,15.0,Low,0.5885323,1,High,19,2.7,81.8,18
1006121,Newcomers to Canada,37,Male,Customer Service Rep,$30K-$50K,Refugee,Scarborough,1,Single,9.77,1,0,3.0,5312.74,47.25,1148.91,100.0,0.0,Low,0.39257562,1,High,10,4.0,71.4,11
1006122,Newcomers to Canada,23,Male,Driver,$50K-$75K,Temporary Resident,Downtown Toronto,2,Divorced,8.44,1,0,4.0,10952.12,64.53,1569.08,100.0,0.0,Low,0.76150995,1,Critical,29,3.0,69.6,11
1006123,Newcomers to Canada,37,Non-binary/Other,Driver,$30K-$50K,International Student,Brampton,2,Common-law,2.06,0,1,5.0,11417.84,82.02,1994.36,35.0,45.0,Medium,0.76014006,1,Critical,-9,3.1,52.4,24
1006124,Newcomers to Canada,41,Male,Warehouse Worker,$50K-$75K,Temporary Resident,Downtown Toronto,2,Married,13.02,1,1,3.0,5198.4400000000005,52.52,1277.05,100.0,0.0,Low,0.77664226,1,Critical,26,3.4,98.0,14
1006125,Newcomers to Canada,40,Female,Caregiver,$50K-$75K,International Student,Downtown Toronto,2,Common-law,7.84,0,0,7.0,37109.630000000005,195.62,4756.6,55.0,20.0,Low,0.41435775,1,High,5,3.7,76.4,9
1006126,Newcomers to Canada,37,Male,Student,Under $30K,Permanent Resident,Downtown Toronto,3,Single,5.18,0,0,2.0,5541.27,23.42,569.47,35.0,45.0,Medium,0.5118603,1,High,56,3.9,66.5,14
1006127,Newcomers to Canada,36,Male,Student,$30K-$50K,Permanent Resident,Markham,1,Common-law,8.56,1,0,4.0,18424.06,170.98000000000002,4157.47,100.0,0.0,Low,0.35318476,0,High,19,3.3,78.6,24
1006128,Newcomers to Canada,23,Female,Caregiver,Under $30K,Permanent Resident,Vaughan,2,Single,9.27,0,0,2.0,6329.46,35.14,854.45,50.0,45.0,Medium,0.39889038,1,High,29,3.9,39.2,14
1006129,Newcomers to Canada,30,Female,Warehouse Worker,Under $30K,International Student,Etobicoke,1,Married,1.56,1,1,4.0,8746.31,55.95,1360.45,100.0,25.0,Low,0.8125234,1,Critical,-20,2.7,87.9,14
1006130,Newcomers to Canada,22,Female,Caregiver,$50K-$75K,International Student,Brampton,1,Single,0.78,0,0,5.0,246618.9,790.87,19230.42,70.0,30.0,Medium,0.5498015,1,High,26,3.3,78.4,22
1006131,Newcomers to Canada,39,Male,Driver,$50K-$75K,Temporary Resident,Markham,2,Married,11.03,0,1,4.0,15373.97,88.85,2160.43,70.0,20.0,Low,0.82062125,1,Critical,17,4.1,68.0,16
1006132,Newcomers to Canada,28,Non-binary/Other,IT Specialist,Under $30K,Temporary Resident,Vaughan,2,Common-law,1.78,0,0,4.0,8136.7,66.7,1621.85,55.0,20.0,Low,0.5199115,1,High,2,3.8,80.9,20
1006133,Newcomers to Canada,48,Male,Healthcare Worker,$50K-$75K,Temporary Resident,Brampton,1,Married,3.69,0,0,3.0,16858.51,57.120000000000005,1388.9,35.0,20.0,Low,0.61418384,1,Critical,29,3.9,63.4,21
1006134,Newcomers to Canada,30,Male,Driver,Under $30K,Permanent Resident,Downtown Toronto,1,Married,9.05,1,0,4.0,352207.75,596.26,14498.38,70.0,0.0,Low,0.51353997,1,High,14,4.3,75.2,8
1006135,Newcomers to Canada,44,Female,Healthcare Worker,$30K-$50K,Permanent Resident,Downtown Toronto,1,Married,14.82,0,1,2.0,5306.54,24.63,598.89,50.0,45.0,Medium,0.83589077,1,Critical,0,4.3,70.0,31
1006136,Newcomers to Canada,39,Female,Healthcare Worker,$30K-$50K,Temporary Resident,North York,2,Widowed,4.37,0,0,5.0,23219.13,124.12,3018.04,70.0,20.0,Low,0.6379274,1,Critical,39,4.5,65.1,27
1006137,Newcomers to Canada,23,Male,IT Specialist,$30K-$50K,International Student,North York,2,Single,6.72,0,1,5.0,12950.66,56.620000000000005,1376.75,70.0,20.0,Low,0.7560568,1,Critical,28,3.6,73.9,16
1006138,Newcomers to Canada,24,Female,Customer Service Rep,$30K-$50K,Refugee,North York,1,Married,5.9,1,1,5.0,17284.84,121.33,2950.2,100.0,0.0,Low,0.6890774,1,Critical,30,3.3,78.9,19
1006139,Newcomers to Canada,33,Female,Warehouse Worker,$30K-$50K,Temporary Resident,Scarborough,1,Single,3.71,0,0,3.0,14819.68,141.46,3439.68,35.0,20.0,Low,0.6053702,1,Critical,43,3.8,80.7,6
1006140,Newcomers to Canada,46,Female,Restaurant Worker,$50K-$75K,Refugee,Downtown Toronto,2,Married,14.94,1,0,3.0,7103.030000000001,41.25,1003.02,100.0,0.0,Low,0.5921245,1,High,51,3.7,76.7,13
1006141,Newcomers to Canada,44,Female,Student,$30K-$50K,International Student,Mississauga,2,Single,14.61,0,0,4.0,24301.28,230.6,5607.16,55.0,20.0,Low,0.48807803,1,High,38,3.3,58.2,23
1006142,Newcomers to Canada,22,Female,Healthcare Worker,$50K-$75K,International Student,Downtown Toronto,4,Married,2.11,0,1,5.0,15570.4,108.59,2640.42,70.0,20.0,Low,0.7578487,1,Critical,41,4.5,89.8,25
1006143,Newcomers to Canada,31,Male,Warehouse Worker,$50K-$75K,Temporary Resident,Mississauga,2,Divorced,13.21,1,0,3.0,340694.14,722.39,17565.3,100.0,15.0,Low,0.55539227,1,High,42,2.2,71.4,29
1006144,Newcomers to Canada,43,Female,Customer Service Rep,$30K-$50K,Permanent Resident,North York,2,Married,2.69,0,0,5.0,26027.48,120.12,2920.78,70.0,20.0,Low,0.50572306,1,High,27,3.8,52.5,22
1006145,Newcomers to Canada,37,Female,Driver,$30K-$50K,Permanent Resident,North York,5,Married,2.36,1,1,4.0,15132.190000000002,78.66999999999999,1912.9,85.0,0.0,Low,0.5310898,1,High,46,3.4,82.0,22
1006146,Newcomers to Canada,49,Male,Restaurant Worker,$50K-$75K,International Student,Vaughan,1,Married,8.76,0,0,2.0,5037.73,12.77,310.51,35.0,45.0,Medium,0.50050205,1,High,25,2.5,75.4,9
1006147,Newcomers to Canada,32,Female,Student,$30K-$50K,Temporary Resident,Scarborough,3,Married,3.67,1,0,5.0,25311.08,185.27,4504.94,80.0,15.0,Low,0.534281,1,High,36,2.8,56.7,25
1006148,Newcomers to Canada,31,Female,Caregiver,Under $30K,Temporary Resident,Scarborough,4,Common-law,14.89,0,0,4.0,14549.16,165.94,4034.92,70.0,20.0,Low,0.51943874,1,High,17,3.9,68.6,17
1006149,Newcomers to Canada,22,Male,Driver,$50K-$75K,Temporary Resident,Brampton,3,Common-law,1.62,1,0,3.0,5588.95,36.76,893.84,100.0,0.0,Low,0.43935296,1,High,57,3.0,93.9,24
1006150,Newcomers to Canada,39,Male,Student,Under $30K,Refugee,Downtown Toronto,3,Single,3.32,1,0,3.0,13117.97,54.53,1325.93,100.0,0.0,Low,0.49654385,1,High,45,3.9,85.0,12
1006151,Newcomers to Canada,48,Male,Customer Service Rep,$50K-$75K,Permanent Resident,Scarborough,3,Single,6.26,1,0,3.0,15998.67,124.5,3027.28,100.0,0.0,Low,0.5620384,1,High,21,2.8,66.9,17
1006152,Newcomers to Canada,36,Female,Restaurant Worker,Under $30K,Refugee,North York,2,Married,4.31,1,0,2.0,5235.780000000001,10.46,254.34,80.0,40.0,Medium,0.56934464,1,High,25,2.9,82.8,12
1006153,Newcomers to Canada,27,Male,Student,$50K-$75K,Permanent Resident,Scarborough,1,Common-law,9.56,1,0,2.0,366623.91,967.65,23528.92,80.0,25.0,Low,0.36681733,0,High,29,4.1,100.0,24
1006154,Newcomers to Canada,24,Female,IT Specialist,Under $30K,Refugee,Etobicoke,2,Single,0.79,0,0,6.0,328448.6,574.15,13960.76,70.0,30.0,Medium,0.6044841,1,Critical,49,3.3,73.2,20
1006155,Newcomers to Canada,46,Male,Healthcare Worker,Under $30K,Refugee,Brampton,2,Married,0.46,1,0,5.0,20262.79,101.27,2462.43,100.0,35.0,Medium,0.42057526,1,High,-21,3.2,53.7,22
1006156,Newcomers to Canada,46,Male,Caregiver,Under $30K,Permanent Resident,Brampton,3,Married,3.08,1,0,5.0,303599.54,860.73,20929.11,100.0,25.0,Low,0.4277058,1,High,-13,3.2,60.5,16
1006157,Newcomers to Canada,37,Female,Restaurant Worker,Under $30K,Permanent Resident,Richmond Hill,1,Common-law,9.15,1,1,3.0,13609.6,107.45,2612.7,100.0,0.0,Low,0.70049894,1,Critical,40,4.2,81.7,23
1006158,Newcomers to Canada,22,Female,Driver,$50K-$75K,Temporary Resident,Vaughan,2,Common-law,14.83,0,0,3.0,3441.71,50.39,1225.26,70.0,20.0,Low,0.4134085,1,High,20,3.7,79.3,16
1006159,Newcomers to Canada,25,Female,Driver,$30K-$50K,Temporary Resident,Markham,1,Single,14.33,0,0,6.0,278814.95,791.83,19253.77,70.0,20.0,Low,0.63815534,1,Critical,55,4.0,56.5,15
1006160,Newcomers to Canada,23,Female,IT Specialist,$30K-$50K,Permanent Resident,Scarborough,1,Divorced,10.2,1,0,3.0,6361.1,62.69,1524.34,100.0,25.0,Low,0.5557522,1,High,-6,2.9,100.0,21
1006161,Newcomers to Canada,41,Male,Student,$50K-$75K,Refugee,Downtown Toronto,2,Single,10.13,0,0,4.0,3444.93,36.28,882.17,55.0,30.0,Medium,0.33693108,0,Medium,-13,2.7,71.9,9
1006162,Newcomers to Canada,43,Male,Restaurant Worker,$50K-$75K,Refugee,Markham,2,Married,8.59,1,0,5.0,11747.11,79.28999999999999,1927.98,85.0,0.0,Low,0.5596403,1,High,44,5.0,69.6,8
1006163,Newcomers to Canada,22,Male,Restaurant Worker,$50K-$75K,Refugee,Other GTA,1,Single,1.34,0,0,2.0,2157.74,7.53,183.1,50.0,45.0,Medium,0.647773,1,Critical,37,2.8,82.1,18
1006164,Newcomers to Canada,25,Male,Healthcare Worker,$50K-$75K,Refugee,Brampton,3,Common-law,8.42,0,1,4.0,21084.68,177.41,4313.82,70.0,20.0,Low,0.617244,1,Critical,30,3.6,67.6,17
1006165,Newcomers to Canada,41,Female,Driver,$50K-$75K,International Student,Brampton,2,Married,3.53,1,0,6.0,46575.75,370.39,9006.23,80.0,0.0,Low,0.6045388,1,Critical,34,2.7,71.6,17
1006166,Newcomers to Canada,49,Male,Caregiver,$50K-$75K,Temporary Resident,North York,1,Married,12.58,1,0,5.0,14463.07,95.35,2318.49,100.0,0.0,Low,0.66894525,1,Critical,8,4.1,69.3,21
1006167,Newcomers to Canada,42,Male,Driver,$50K-$75K,Refugee,Richmond Hill,5,Married,14.75,0,0,2.0,7251.64,13.55,329.48,35.0,45.0,Medium,0.38407555,1,High,18,4.0,52.1,12
1006168,Newcomers to Canada,42,Female,Restaurant Worker,$50K-$75K,International Student,Other GTA,1,Married,13.09,1,0,2.0,4304.11,11.22,272.82,80.0,25.0,Low,0.60245043,1,Critical,33,3.4,65.4,18
